id,date,ticker,emo_label,senti_label,original,processed,,,,,
101597,2020/3/17,BA,anger,bearish,$BA do you buy because Boeing price is low 2016 low or buy because you see a way out of this mess nah let?ôs buy now and ?úhope??this mess gets worked out in three years... ?§™,Boeing do you buy because Boeing price is low 2016 low or buy because you see a way out of this mess nah let?ôs buy now and ?úhope??this mess gets worked out in three years...  [zany face],,,,,
101598,2020/3/17,AAPL,belief,bullish,"$AAPL 
BIG GREEN DAY TOMORROW. Believe it! ?îÆ","Apple 

BIG GREEN DAY TOMORROW. 

Believe it!

 [crystal ball] ",,,,,
101599,2020/3/17,TSLA,disgust,bearish,$TSLA businesses is closing down ...bulls every going to buy the model Y in the middle of a crisis. Also Elon court cases bout to start soon as the virus is clear ???§¶?ç‚?Ô∏?Tesla businesses is closing down ...bulls every going to buy the model Y in the middle of a crisis. Also Elon court cases bout to start soon as the virus is clear  [face with tears of joy]  [man facepalming],,,,,,
101600,2020/3/17,AAPL,optimism,bullish,"$AAPL lower gas prices is obviously a boost to the economy, government can buy it at lower prices too ??adding to the stock pile for cheap","Apple lower gas prices is obviously a boost to the economy, government can buy it at lower prices too  [check mark button]  adding to the stock pile for cheap",,,,,
101601,2020/3/17,DIS,ambiguous,bearish,"$DIS buy more calls, let DIS burned your money so that my PUTs will print money for me ??????","Disney buy more calls, let DIS burned your money so that my PUTs will print money for me  [grinning squinting face]   ",,,,,
101602,2020/3/17,DIS,anger,bearish,$DIS sigh... is $80 out of the money puts? ?πÔ? Insufficient funds that?ôs why. Only thing I can afford. Exp 3/27,Disney sigh... is $80 out of the money puts?  [frowning face]  Insufficient funds that?ôs why. Only thing I can afford. Exp 3/27,,,,,
101603,2020/3/17,TSLA,optimism,bearish,"$TSLA Hey honey the economy might get so bad that the Government might have to send us $1,000 each. Let?ôs buy a Tesla ??","Tesla Hey honey the economy might get so bad that the Government might have to send us $1,000 each. Let?ôs buy a Tesla  [face with tears of joy] ",,,,,
101604,2020/3/18,V,optimism,bullish,$V looking good :).   Futures having a rough time but people trying to cover .. so no biggy ????. This tommorow looking good 153-165,Visa looking good :).   Futures having a rough time but people trying to cover .. so no biggy  [thumbs up]  . This tommorow looking good 153-165,,,,,
101605,2020/3/18,TSLA,anxiety,bearish,$TSLA  just couple of Weeks months of Factory Closed could destroy the stock Biggest Whales ?ê≥ start selling Ouch,Tesla  just couple of Weeks months of Factory Closed could destroy the stock Biggest Whales  [spouting whale]  start selling Ouch,,,,,
101606,2020/3/18,TSLA,amusement,bearish,"$TSLA ANOTHER beautiful day. And what a setup for tomorrow. Love it!
Buy that dip! ??","Tesla ANOTHER beautiful day. And what a setup for tomorrow. Love it!
Buy that dip!  [beaming face with smiling eyes] ",,,,,
101607,2020/3/18,TSLA,disgust,bearish,$TSLA yikes news is out. Factory can not operate. ??,Tesla yikes news is out. Factory can not operate.  [money mouth face],,,,,
101608,2020/3/18,TSLA,excitement,bearish,$TSLA so happy I bought those May 400 puts today ??????,Tesla so happy I bought those May 400 puts today  [money mouth face],,,,,
101609,2020/3/18,TSLA,amusement,bearish,"$TSLA bears party everywhere, what?ôs up ??","Tesla bears party everywhere, what?ôs up  [party popper] ",,,,,
101610,2020/3/18,UNH,belief,bullish,"$UNH 

Bet against this company then you are betting vs America. If this monster goes down then we are all screwed. Every last penny long for a decade ?í™?èº","UnitedHealth 

Bet against this company then you are betting vs America. If this monster goes down then we are all screwed. Every last penny long for a decade  [flexed biceps medium light skin tone] ",,,,,
101611,2020/3/18,TSLA,confusion,bearish,$TSLA me starting at the current price ?§°????,Tesla me starting at the current price  [clown face]  [face with tears of joy],,,,,
101612,2020/3/18,TSLA,depression,bearish,$TSLA just sold today 3 lot of puts booking profit. Wish i held one more day feeling pathetic ?ò¢,Tesla just sold today 3 lot of puts booking profit. Wish i held one more day feeling pathetic  [crying face],,,,,
101613,2020/3/18,TSLA,ambiguous,bearish,$TSLA GG Tesla. This shutdown in Fremont will run until May. Seeing a $200 drop possible tomorrow. ?î•?î•?î•,Tesla GG Tesla. This shutdown in Fremont will run until May. Seeing a $200 drop possible tomorrow.  [fire],,,,,
101614,2020/3/18,BA,ambiguous,bearish,$BA Stop praying for Buffett ?§£?§£?§£ He?ôs not saving your weeklies!!!!,Boeing Stop praying for Buffett  [rolling on the floor laughing]    He?ôs not saving your weeklies!!!!,,,,,
101615,2020/3/18,DIS,panic,bearish,"$DIS BAD conditions of general market ?§Ø+ craziness coronavirus?ò∑ ??will last at LEAST 6 months and recession coming ?ò´
Stock price will drop to 80$??????????????????????","Disney BAD conditions of general market  [exploding head] + craziness coronavirus [face with medical mask]   [face with thermometer] will last at LEAST 6 months and recession coming  [tired face] 
Stock price will drop to 80$ [smiling face with sunglasses]           ",,,,,
101616,2020/3/18,AAPL,belief,bullish,$AAPL World?ôs greatest company is on huge discount. Who else is loading up??? ??,Apple World?ôs greatest company is on huge discount. Who else is loading up [green apple] ?  [rocket],,,,,
101617,2020/3/18,AMT,optimism,bullish,$AMT False Flag Load Them Up!!??,American Tower False Flag Load Them Up!! [grinning squinting face],,,,,
101618,2020/3/18,TSLA,anxiety,bearish,$TSLA we might test 320 this week ?§¶?èæ?ç‚?Ô∏?now someone gotta pay for the hype as I said,Tesla we might test 320 this week  [man facepalming medium dark skin tone]  now someone gotta pay for the hype as I said,,,,,
101619,2020/3/18,TSLA,belief,bearish,"$TSLA fanbois I have more for y?ôall at $405. Pump it. 
It?ôs a bargain! Value. Garage sale ????","Tesla fanbois I have more for y?ôall at $405. Pump it. 
It?ôs a bargain! Value. Garage sale  [face with thermometer]  [winking face] ",,,,,
101620,2020/3/18,BA,anger,bearish,$BA Beat on the brat with a baseball bat ?ò£,Boeing Beat on the brat with a baseball bat  [persevering face],,,,,
101621,2020/3/18,TSLA,depression,bearish,$TSLA there is your 300s?©∏?©∏,Tesla there is your 300s [drop of blood],,,,,
101622,2020/3/18,TSLA,disgust,bearish,$TSLA is offering few more share at the special price of $367.00. Who want to buy it? ??,Tesla is offering few more share at the special price of $367.00. Who want to buy it?  [face with tears of joy],,,,,
101623,2020/3/18,TSLA,confusion,bearish,"$TSLA people gonna run for the hills telsa US based plant is now shutdown production  wise by order of sheriff stating production is non essential ?§£?§£?§£
I'll take my money now on those puts pls ??","Tesla people gonna run for the hills telsa US based plant is now shutdown production  wise by order of sheriff stating production is non essential  [rolling on the floor laughing]   
I'll take my money now on those puts pls  [face with monocle] ",,,,,
101624,2020/3/18,TSLA,anger,bearish,"$TSLA How are those bags ???êÆ?? 

Down almost $600 since you were warned!","Tesla How are those bags  [rainbow]  [cow face] ?? 

Down almost $600 since you were warned!",,,,,
101625,2020/3/18,TSLA,anxiety,bearish,$TSLA Japanese Arnold is here for the Bulls 300 by friday ???è≠?ë®?ç?≠?©‚Äç??Tesla Japanese Arnold is here for the Bulls 300 by friday  [face with monocle]  [factory]  [man factory worker]  [woman factory worker],,,,,,
101626,2020/3/18,TSLA,disgust,bearish,$TSLA  from almost 1k to this ??,Tesla  from almost 1k to this  [face with tears of joy],,,,,
101627,2020/3/18,AAPL,anger,bullish,$AAPL finally some good news but timing looks bad. This news would have been out yesterday so markets would have rallied more. ?ò§,Apple finally some good news but timing looks bad. This news would have been out yesterday so markets would have rallied more.  [face with steam from nose],,,,,
101628,2020/3/18,TSLA,anger,bearish,$TSLA hmm will I have an opportunity to grab some more puts? Not looking like it.....shit.?§∑?èº?ç‚?Ô∏?Tesla hmm will I have an opportunity to grab some more puts? Not looking like it.....shit. [man shrugging medium light skin tone],,,,,,
101629,2020/3/18,CCL,optimism,bearish,$CCL this stock is so beaten down there?ôs better companies to short. Hopefully CCL and cruise ?ö¢ ships get a pop today. Vegas casinos > Cruise-ship stocks,Carnival this stock is so beaten down there?ôs better companies to short. Hopefully CCL and cruise  [ship]  ships get a pop today. Vegas casinos > Cruise-ship stocks,,,,,
101630,2020/3/18,AAPL,anxiety,bullish,$AAPL same story one day up next day down...It's casino not market at this moment..??,Apple same story one day up next day down...It's casino not market at this moment.. [face with rolling eyes],,,,,
101631,2020/3/18,TSLA,excitement,bearish,$TSLA what time is the next pump conference? Yesterday i rode calls ?? into the Cheeto sunset ?ÄÔ∏èand then rode back the put train ?ÑÔ? to Putsville ?í•?î•?î•?ö®??,Tesla what time is the next pump conference? Yesterday i rode calls  [horse]  into the Cheeto sunset  [sun] and then rode back the put train  [comet]  to Putsville  [collision]  [fire]   [police car light]  [ambulance],,,,,
101632,2020/3/18,BA,panic,bearish,$BA if it doesn't hold ?íØ short short,Boeing if it doesn't hold  [hundred points]  short short,,,,,
101633,2020/3/18,BA,surprise,bearish,$BA all I can say is wow. ?ò≥,Boeing all I can say is wow.  [flushed face],,,,,
101634,2020/3/18,BA,disgust,bearish,$BA Soon bankrupt. I wonder how many suicides this will lead to ??,Boeing Soon bankrupt. I wonder how many suicides this will lead to  [smirking face],,,,,
101635,2020/3/18,CCL,panic,bearish,$CCL y?ôall they canceled cruises until April. I was one of them. Sell/don?ôt buy this until then ?§¶?èΩ,Carnival y?ôall they canceled cruises until April. I was one of them. Sell/don?ôt buy this until then  [person facepalming medium skin tone],,,,,
101636,2020/3/18,TSLA,anxiety,bearish,$TSLA yeah baby down she goes! Change calls to puts ??????,Tesla yeah baby down she goes! Change calls to puts  [face with tears of joy],,,,,
101637,2020/3/18,AMZN,amusement,bullish,$AMZN Doing its own thing today ??????,Amazon Doing its own thing today  [OK hand]  [clapping hands]  [smiling face with smiling eyes],,,,,
101638,2020/3/18,BA,anger,bearish,$BA They cheat government and kill people and cause mess for the airliners around the world and then ask for help? ?í©,Boeing They cheat government and kill people and cause mess for the airliners around the world and then ask for help?  [pile of poo],,,,,
101639,2020/3/18,TSLA,belief,bearish,$TSLA building a bigger rocket to escape to Mars from CV-19 We'll be living there before this one comes back ?ëΩ,Tesla building a bigger rocket to escape to Mars from CV-19 We'll be living there before this one comes back  [alien],,,,,
101640,2020/3/18,TSLA,panic,bearish,$TSLA oil dropping... everything is about to drop like a rock... best thing you can have is cash right now!! ?ò±?ò±,Tesla oil dropping... everything is about to drop like a rock... best thing you can have is cash right now!!  [face screaming in fear],,,,,
101641,2020/3/18,TSLA,panic,bearish,$TSLA what time is Drump speech? I need to exit my failing calls. Shoulda stayed a bear ?êª,Tesla what time is Drump speech? I need to exit my failing calls. Shoulda stayed a bear  [bear],,,,,
101642,2020/3/18,TSLA,disgust,bearish,$TSLA  bull squeeze coming?? got bags!,Tesla  bull squeeze coming [face with tears of joy]  got bags!,,,,,
101643,2020/3/18,AAPL,depression,bullish,$AAPL It is a shame that all the gain that the market had for the past 3 1/2 years is wiped out in a month and we are back to where Obama left it Dow at 19777??????,Apple It is a shame that all the gain that the market had for the past 3 1/2 years is wiped out in a month and we are back to where Obama left it Dow at 19777 [disappointed face],,,,,
101644,2020/3/18,MSFT,amusement,bullish,$MSFT thank god this is my largest holding by far ??Microsoft thank god this is my largest holding by far  [red heart],,,,,,
101645,2020/3/18,BA,optimism,bearish,$BA ???ç‚?Ô∏??? for the hill!  Boeing is on ?î•,Boeing  [woman running]   [person running]  for the hill!  Boeing is on  [fire],,,,,
101646,2020/3/18,BA,surprise,bearish,$BA songuku has been long from 300's ?ò≥?ò≥ some people just don't know what there doing!!,Boeing songuku has been long from 300's  [flushed face]   some people just don't know what there doing!!,,,,,
101647,2020/3/18,TSLA,anger,bearish,"$TSLA shutdown or no shutdown, it doesn?ôt matter because the stock is way over valued! 

$250  ?ïÔ?","Tesla shutdown or no shutdown, it doesn?ôt matter because the stock is way over valued! 

$250   [hot beverage] ",,,,,
101648,2020/3/18,TSLA,anger,bearish,$TSLA are you not watching the briefings?! Why would you buy this now?! No tears lost on bag holders today ???èΩ?ç‚?Ô∏è?ã?Ω‚Äç‚?Ô∏è?©?©?ú??Tesla are you not watching the briefings?! Why would you buy this now?! No tears lost on bag holders today  [man raising hand medium skin tone]   [pile of poo]   [handbag],,,,,,
101649,2020/3/18,AMZN,belief,bullish,$AMZN amazon will outperform most tech stocks. Wait till next ER. Smart money ?í∞ will come to amazon. She?ôs a winner and smart money always buy winners.,Amazon amazon will outperform most tech stocks. Wait till next ER. Smart money  [money bag]  will come to amazon. She?ôs a winner and smart money always buy winners.,,,,,
101650,2020/3/18,TSLA,panic,bearish,"$TSLA not a nice look! ?ò≥??

Tesla seems desperate! They?ôve been getting money for not doing anything yet!","Tesla not a nice look!  [flushed face]  [eyes] 

Tesla seems desperate! They?ôve been getting money for not doing anything yet!",,,,,
101651,2020/3/18,TSLA,anger,bearish,"$TSLA sub 200 again, here we come, where it belongs ?î• RIP fElon... time to default on all that debt","Tesla sub 200 again, here we come, where it belongs  [fire]  RIP fElon... time to default on all that debt",,,,,
101652,2020/3/18,TSLA,excitement,bearish,"$TSLA greatest short ever. 500pts on the dot. Less than one month for 250 shares. And tacked on a 30 pt short for 500 more ?çª?çª?çª?çªfeel blessed. 

Recession money 2020","Tesla greatest short ever. 500pts on the dot. Less than one month for 250 shares. And tacked on a 30 pt short for 500 more  [clinking beer mugs]    feel blessed. 

Recession money 2020",,,,,
101653,2020/3/18,TSLA,excitement,bearish,$TSLA  ?? ??  ??  ??  THANKS FOR THE EASY MILLION IDIOT BULLS !,Tesla   [face with tears of joy]           THANKS FOR THE EASY MILLION IDIOT BULLS !,,,,,
101654,2020/3/18,TSLA,ambiguous,bearish,"$TSLA I would cover at $350 if hits today. If not, holding over night ??","Tesla I would cover at $350 if hits today. If not, holding over night  [winking face] ",,,,,
101655,2020/3/18,AAPL,belief,bullish,$AAPL add more shares today before the ??,Apple add more shares today before the  [unlocked],,,,,
101656,2020/3/18,DIS,surprise,bearish,$DIS Oh my god. These puts are on fire ?î•,Disney Oh my god. These puts are on fire  [fire],,,,,
101657,2020/3/18,TSLA,ambiguous,bearish,$TSLA raise or die. I?ôll take my chances ??,Tesla raise or die. I?ôll take my chances  [winking face],,,,,
101658,2020/3/18,BA,anxiety,bearish,$BA Still more pain ahead IMO. Will be a buyer under $60 ???èæ??,Boeing Still more pain ahead IMO. Will be a buyer under $60  [thumbs up medium dark skin tone]  [blue heart],,,,,
101659,2020/3/18,DIS,excitement,bearish,$DIS you guys having fun? I?ôm having fun?î•,Disney you guys having fun? I?ôm having fun [fire],,,,,
101660,2020/3/18,BA,anger,bearish,"$BA I still don?ôt understand how bagholders try to justify this stock as a ?úbuy??every time it plummets. It?ôs painful, just cut your losses and wait for an actual long signal. ?§¶?èΩ?ç‚?Ô∏?,Boeing I still don?ôt understand how bagholders try to justify this stock as a ?úbuy??every time it plummets. It?ôs painful"," just cut your losses and wait for an actual long signal.  [man facepalming medium skin tone] """,,,,,
101661,2020/3/18,NFLX,panic,bullish,$NFLX I just went long on Netflix : expect a huge downturn now; sorry ?ò±,Netflix I just went long on Netflix : expect a huge downturn now; sorry  [face screaming in fear],,,,,
101662,2020/3/18,AAPL,belief,bullish,$AAPL Fun day ... just think long term investors ???èª,Apple Fun day ... just think long term investors  [love you gesture light skin tone],,,,,
101663,2020/3/18,BABA,amusement,bullish,$BABA come baba. Lets move up just a little more????,Alibaba come baba. Lets move up just a little more [money mouth face],,,,,
101664,2020/3/18,DIS,confusion,bearish,$DIS when to buy more puts ??,Disney when to buy more puts  [thinking face],,,,,
101665,2020/3/18,DIS,amusement,bearish,$DIS My puts are gonna nut overnight ?•∞,Disney My puts are gonna nut overnight  [smiling face with hearts],,,,,
101666,2020/3/18,TSLA,optimism,bearish,$TSLA the Italian stock market supervisory authority banned short sales for 90 days. Tesla might not fall if it were also made in the United States ... but it won't happen ??????,Tesla the Italian stock market supervisory authority banned short sales for 90 days. Tesla might not fall if it were also made in the United States ... but it won't happen  [thumbs up]  [winking face]  [chart decreasing],,,,,
101667,2020/3/18,TSLA,anxiety,bearish,$TSLA 300 open tomorrow. Nowhere to go but down?òÔ?,Tesla 300 open tomorrow. Nowhere to go but down [down right arrow],,,,,
101668,2020/3/18,FB,optimism,bullish,$FB 50 call 150 Strike 3/20 ?????èΩ playing the bounce tmrw,Facebook 50 call 150 Strike 3/20  [rocket]  [folded hands medium skin tone]  playing the bounce tmrw,,,,,
101669,2020/3/18,PYPL,anxiety,bullish,$PYPL Metal support wall filled w concrete at $87. Anyone shorting at these levels has a death wish ?†Ô?,PayPal Metal support wall filled w concrete at $87. Anyone shorting at these levels has a death wish  [skull and crossbones],,,,,
101670,2020/3/18,TSLA,ambiguous,bearish,$TSLA somebody got caught inca fake pump. ??,Tesla somebody got caught inca fake pump.  [grinning face],,,,,
101671,2020/3/18,TSLA,disgust,bearish,$TSLA Green day tomorrow then blood bath forward this week ??,Tesla Green day tomorrow then blood bath forward this week  [upside down face],,,,,
101672,2020/3/18,AAPL,anxiety,bearish,"$AAPL Samsung joins Apple, Microsoft in closing US stores to combat Coronavirus, ??","Apple Samsung joins Apple, Microsoft in closing US stores to combat Coronavirus,  [folded hands] ",,,,,
101673,2020/3/18,TSLA,anxiety,bearish,$TSLA we are down in the AH ... ?êª?êª?êª,Tesla we are down in the AH ...  [bear],,,,,
101674,2020/3/18,TSLA,disgust,bearish,"$TSLA Tesla bulls, now is the time to come to the aid of your king.  Elon needs you!
Buy this ?í© up!  It?ôs the bargain of the century!  On its way to $4,000/share!  What could go wrong?  Just need to feed the furnace a little more money...","Tesla Tesla bulls, now is the time to come to the aid of your king.  Elon needs you!
Buy this  [pile of poo]  up!  It?ôs the bargain of the century!  On its way to $4,000/share!  What could go wrong?  Just need to feed the furnace a little more money...",,,,,
101675,2020/3/18,BA,panic,bearish,$BA Filing Bankruptcy!!! Seriously in Trouble ?ß®?ß®?ß®,Boeing Filing Bankruptcy!!! Seriously in Trouble  [firecracker],,,,,
101676,2020/3/18,AAPL,ambiguous,bearish,$AAPL and down go the futures! Glad I loaded up with long positions at the close.....??,Apple and down go the futures! Glad I loaded up with long positions at the close..... [crossed fingers],,,,,
101677,2020/3/18,AMZN,optimism,bullish,"$AMZN Futures looking good up 450, hopping it?ôs a good sign for tomorrow. ??","Amazon Futures looking good up 450, hopping it?ôs a good sign for tomorrow.  [crossed fingers] ",,,,,
101678,2020/3/18,MCD,panic,bearish,$MCD think ?? and  remember my words. Market will go down more every day till we have cure or everyone is back to work. Until then I highly suggest that you sell everything and hold your cash.,McDonald's think  [thinking face]  and  remember my words. Market will go down more every day till we have cure or everyone is back to work. Until then I highly suggest that you sell everything and hold your cash.,,,,,
101679,2020/3/18,AMZN,amusement,bullish,$AMZN this could be $100 point day tomorrow ??????,Amazon this could be $100 point day tomorrow  [money mouth face],,,,,
101680,2020/3/19,TSLA,anxiety,bearish,$TSLA futures lookin flaccid. Where my banana ??guy at??,Tesla futures lookin flaccid. Where my banana  [banana] guy at??,,,,,
101681,2020/3/19,TSLA,disgust,bearish,$TSLA who got tricked on the pump ?§£,Tesla who got tricked on the pump  [rolling on the floor laughing],,,,,
101682,2020/3/19,TSLA,disgust,bearish,$TSLA Tesla will crash even more after next earnings ??,Tesla Tesla will crash even more after next earnings  [face with tears of joy],,,,,
101683,2020/3/19,TSLA,anxiety,bearish,$TSLA bulls be like ?útomorrow $500!!!??????,Tesla bulls be like ?útomorrow $500!!!?? [grinning face with sweat],,,,,
101684,2020/3/19,TSLA,anxiety,bearish,$TSLA this going lower. Bulls don?ôt want to listen. ????,Tesla this going lower. Bulls don?ôt want to listen.  [money mouth face],,,,,
101685,2020/3/19,AMZN,belief,bullish,$AMZN JP Morgan maintaining the $2525 PT ????????,Amazon JP Morgan maintaining the $2525 PT  [money mouth face],,,,,
101686,2020/3/19,TSLA,ambiguous,bearish,"$TSLA im 100% bearish, but.... you know its about time to turn Bullish when Coworkers start talking about ?úmaybe i just need to sell my stocks in my 401k and buy cheaper.??... people who have no idea what the S&P500 is ??","Tesla im 100% bearish, but.... you know its about time to turn Bullish when Coworkers start talking about ?úmaybe i just need to sell my stocks in my 401k and buy cheaper.??... people who have no idea what the S&P500 is  [face with tears of joy] ",,,,,
101687,2020/3/19,BAC,anxiety,bearish,"$BAC Careful folks, don?ôt chase the tape here...?†Ô?","Bank of America Corporation Careful folks, don?ôt chase the tape here... [skull and crossbones] ",,,,,
101688,2020/3/19,TSLA,disgust,bearish,$TSLA so like future is already down 700 pts lol . where was em bull at when they were yappin after hours telling everyone to buy in and tellin bears that were sorry pwhaha . yall got faked in a fake pump ????????,Tesla so like future is already down 700 pts lol . where was em bull at when they were yappin after hours telling everyone to buy in and tellin bears that were sorry pwhaha . yall got faked in a fake pump  [face with tears of joy],,,,,
101689,2020/3/19,TSLA,disgust,bearish,$TSLA So if global car sales are down -80% TSLA will only lose -55%? ??.                    Gene Munster:,Tesla So if global car sales are down -80% TSLA will only lose -55%?  [face with tears of joy] .                    Gene Munster:,,,,,
101690,2020/3/19,FB,depression,bearish,$FB market is gonna tank again ?ò≠,Facebook market is gonna tank again  [loudly crying face],,,,,
101691,2020/3/19,TSLA,panic,bearish,$TSLA institutional investors starting to cut losses ????,Tesla institutional investors starting to cut losses  [chart decreasing],,,,,
101692,2020/3/19,TSLA,panic,bearish,$TSLA Will enter at lower levels in 1-2 weeks ?? for now:,Tesla Will enter at lower levels in 1-2 weeks  [thumbs up]  for now:,,,,,
101693,2020/3/19,NKE,panic,bearish,$NKE is completely yesteryear ?? 1975 made sportswear.... hmmm uncomfortable... Not in America!,Nike is completely yesteryear  [grinning face with smiling eyes]  1975 made sportswear.... hmmm uncomfortable... Not in America!,,,,,
101694,2020/3/19,TSLA,anxiety,bearish,"$TSLA In case you aren't aware, Bulls have been finding the bottom since last month. It's just bad luck it keeps shifting????.
Don't play dumb, play safe. It will eventually go up at some point in the future, don't force it to now.","Tesla In case you aren't aware, Bulls have been finding the bottom since last month. It's just bad luck it keeps shifting [skull]  .
Don't play dumb, play safe. It will eventually go up at some point in the future, don't force it to now.",,,,,
101695,2020/3/19,NVDA,depression,bearish,$NVDA I missed my freaking put sell on this yesterday @ 180.  If only I wasn?ôt ahead 13 hours ?§¶?èΩ?ç‚?Ô∏?NVIDIA I missed my freaking put sell on this yesterday @ 180.  If only I wasn?ôt ahead 13 hours  [man facepalming medium skin tone],,,,,,
101696,2020/3/19,TSLA,amusement,bearish,$TSLA hehe me getting some tesla at $100 soon ??,Tesla hehe me getting some tesla at $100 soon  [eyes],,,,,
101697,2020/3/19,AMZN,amusement,bullish,$AMZN the Fed extending it is currency exchange program to more central banks around the world?ç∑????,Amazon the Fed extending it is currency exchange program to more central banks around the world [wine glass]  [four leaf clover]  [rocket],,,,,
101698,2020/3/19,TSLA,anger,bearish,"$TSLA gene munster, you a fraud...stop trying to pump this up...?§¶?ç‚?Ô∏?,Tesla gene munster"," you a fraud...stop trying to pump this up... [man facepalming] """,,,,,
101699,2020/3/19,MSFT,anger,bearish,$MSFT Oh fake out with a pumper mcpumperson?©∏?©∏,Microsoft Oh fake out with a pumper mcpumperson [drop of blood],,,,,
101700,2020/3/19,TSLA,disgust,bearish,$TSLA I wish I could see the faces of all of these sheep after tsla dives below its 2019 low ??,Tesla I wish I could see the faces of all of these sheep after tsla dives below its 2019 low  [winking face],,,,,
101701,2020/3/19,TSLA,disgust,bearish,$TSLA bulls this will not go up to $400  thanks for trying ?§°????,Tesla bulls this will not go up to $400  thanks for trying  [clown face]  [face with tears of joy],,,,,
101702,2020/3/19,BA,disgust,bearish,"$BA Plan?ôs gonna crash with all the Bulls on it soon, LOL; put holders will take a huge profit away from this dip ??","Boeing Plan?ôs gonna crash with all the Bulls on it soon, LOL; put holders will take a huge profit away from this dip  [smiling face with sunglasses] ",,,,,
101703,2020/3/19,TSLA,amusement,bearish,$TSLA bears ready after bulls finish there work??,Tesla bears ready after bulls finish there work [face with tears of joy],,,,,
101704,2020/3/19,AAPL,anxiety,bearish,$AAPL Trying to test my confidence in my puts right now ??,Apple Trying to test my confidence in my puts right now  [grinning squinting face],,,,,
101705,2020/3/19,TSLA,confusion,bearish,$TSLA I don't think this gonna last long. We still in the middle of an active  crisis that's still going on. I don't think anyone priority now to spend $50k on an Electrical car.?§∑?ç‚?Ô∏?Tesla I don't think this gonna last long. We still in the middle of an active  crisis that's still going on. I don't think anyone priority now to spend $50k on an Electrical car. [man shrugging],,,,,,
101706,2020/3/19,TSLA,excitement,bearish,$TSLA ooohhh this is beautiful....  ???????? Keep going up...,Tesla ooohhh this is beautiful....   [smiling face with heart eyes]     Keep going up...,,,,,
101707,2020/3/19,TSLA,ambiguous,bearish,$TSLA this will be back below $400. I?ôm in w puts. Sorry Elon fanboys. ??????,Tesla this will be back below $400. I?ôm in w puts. Sorry Elon fanboys.  [monkey],,,,,
101708,2020/3/19,TSLA,anxiety,bearish,$TSLA  tried to warn. While buying puts.?§∑?èº?ç‚?Ô∏è??Tesla  tried to warn. While buying puts. [man shrugging medium light skin tone]  [see no evil monkey],,,,,,
101709,2020/3/19,TSLA,belief,bearish,"$TSLA is up over 15% and aapl is barely green. What a bullish market bulls, I think this is the dip, please buy some shares. I think TSLA is heading to 1K by eoy??","Tesla is up over 15% and aapl is barely green. What a bullish market bulls, I think this is the dip, please buy some shares. I think TSLA is heading to 1K by eoy [beaming face with smiling eyes] ",,,,,
101710,2020/3/19,MSFT,confusion,bearish,$MSFT why buy here when you can get cheaper shares next week ?§∑?èΩ?ç‚?Ô∏?Microsoft why buy here when you can get cheaper shares next week  [man shrugging medium skin tone],,,,,,
101711,2020/3/19,DIS,anxiety,bearish,"$DIS for you bulls; this is a bearish pattern, just letting you know..... you?ôre getting excited on little runs up..... but those ?úrun ups??are just new ?úlower highs???§∑?èΩ?ç‚?Ô∏èü•±ü§¶?Ω‚Äç‚?Ô∏?,Disney for you bulls; this is a bearish pattern"," just letting you know..... you?ôre getting excited on little runs up..... but those ?úrun ups??are just new ?úlower highs?? [man shrugging medium skin tone]  [yawning face]  [man facepalming medium skin tone] """,,,,,
101712,2020/3/19,TSLA,disgust,bearish,$TSLA  These Analysts come out w their ratings while they bail out and u buy! ??,Tesla  These Analysts come out w their ratings while they bail out and u buy!  [face with tears of joy],,,,,
101713,2020/3/19,AAPL,belief,bearish,$AAPL $210 next Friday puts ON SALE! ?î• buy before trump pump is over,Apple $210 next Friday puts ON SALE!  [fire]  buy before trump pump is over,,,,,
101714,2020/3/19,TSLA,amusement,bearish,$TSLA all the paid pumpers getting their happy meal today congrats one greed day that?ôs fading out of 3 weeks of blood red. Lmao thanks for another entry to get short/puts on this ??,Tesla all the paid pumpers getting their happy meal today congrats one greed day that?ôs fading out of 3 weeks of blood red. Lmao thanks for another entry to get short/puts on this  [face with tears of joy],,,,,
101715,2020/3/19,DIS,anger,bearish,$DIS Disney..... ?§¶?èº?ç‚?Ô∏?what are you doing?.... your looking ridiculous in green.,Disney Disney.....  [man facepalming medium light skin tone]  what are you doing?.... your looking ridiculous in green.,,,,,
101716,2020/3/19,DIS,panic,bearish,"$DIS Still no reversal confirmation. Mini pump for most stocks today. 

Bear market just started + virus still around for at least 18 months + recession coming

Still bullish ?§™ P.T Under 80","Disney Still no reversal confirmation. Mini pump for most stocks today. 

Bear market just started + virus still around for at least 18 months + recession coming

Still bullish  [zany face]  P.T Under 80",,,,,
101717,2020/3/19,DIS,ambiguous,bearish,$DIS nice swing in calls.  Flipping to puts now ???èΩ,Disney nice swing in calls.  Flipping to puts now  [thumbs up medium skin tone],,,,,
101719,2020/3/19,TSLA,anxiety,bearish,$TSLA uh oh it?ôs going the same way as Dow Jones now?§¶?èæ?ç‚?Ô∏?I thought it can hold on a bit longer,Tesla uh oh it?ôs going the same way as Dow Jones now [man facepalming medium dark skin tone]  I thought it can hold on a bit longer,,,,,
101720,2020/3/19,AAPL,panic,bearish,$AAPL every option player getting roasted rn we just won?ôt admit it??,Apple every option player getting roasted rn we just won?ôt admit it [face with tears of joy],,,,,
